Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
Mirboo North,3871,-38.4049813,146.1812023,26917,,,,,,,,,,,,,,,,
Mirimbah,3722,-37.0313019,146.1365456,26937,,,,,,,,,,,,,,,,
Mirranatwa,3294,-37.6658132,142.318772,26957,,,,,,,,,,,,,,,,
Mitcham,3132,-37.8219905,145.1983055,26977,,,,,,,,,,,,,,,,
Mitchell Park,3355,-37.5089149,143.7911684,51697,,,,,,,,,,,,,,,,
Mitchellstown,3608,-36.7719697,145.1155133,27017,,,,,,,,,,,,,,,,
Mitiamo,3573,-36.1663341,144.3904526,27037,,,,,,,,,,,,,,,,
Mitre,3409,-36.8127092,141.8100218,27047,,,,,,,,,,,,,,,,
Mittyack,3490,-35.3571245,141.5991643,104387,,,,,,,,,,,,,,,,
Modella,3816,-38.086187,145.7800733,27107,,,,,,,,,,,,,,,,
Modewarre,3240,-38.2482932,144.1283863,27117,,,,,,,,,,,,,,,,
Moe,3825,-38.0474021,146.2929381,27127,,,,,,,,,,,,,,,,
Moggs Creek,3231,-38.451657,144.0521131,27147,,,,,,,,,,,,,,,,
Mokepilly,3381,-37.1716807,142.5745556,63917,,,,,,,,,,,,,,,,
Molesworth,3718,-37.1696241,145.5136433,27187,,,,,,,,,,,,,,,,
Molka,3666,-36.7549385,145.5801757,27217,,,,,,,,,,,,,,,,
Mollongghip,3352,-37.7122033,143.8671868,27227,,,,,,,,,,,,,,,,
Mologa,3575,-36.0765288,144.1283863,27247,,,,,,,,,,,,,,,,
Molyullah,3673,-36.675664,146.1588712,27257,,,,,,,,,,,,,,,,
Monbulk,3793,-37.8689357,145.4360858,27267,,,,,,,,,,,,,,,,
Monegeetta,3433,-37.399104,144.7796581,27277,,,,,,,,,,,,,,,,
Monomeith,3984,-38.3114378,145.5579927,27297,,,,,,,,,,,,,,,,
Mont Albert,3127,-37.8259003,145.0989646,27307,,,,,,,,,,,,,,,,
Mont Albert North,3129,-37.8052948,145.1210303,27337,,,,,,,,,,,,,,,,
Montgomery,3851,-38.2064012,147.1464245,27357,,,,,,,,,,,,,,,,
Montmorency,3094,-37.7196403,145.1237889,27387,,,,,,,,,,,,,,,,
Montrose,3765,-37.8083883,145.353065,27397,,,,,,,,,,,,,,,,
Moolap,3224,-38.1833957,144.4451578,144577,,,,,,,,,,,,,,,,
Moolerr,3477,-36.7208653,143.1749726,63927,,,,,,,,,,,,,,,,
Moolort,3465,-37.0550295,143.6935405,27447,,,,,,,,,,,,,,,,
Moonambel,3478,-37.0021242,143.2827118,27477,,,,,,,,,,,,,,,,
Moondarra,3825,-38.0474021,146.2929381,27487,,,,,,,,,,,,,,,,
Moonee Ponds,3039,-37.7675363,144.9198932,27497,,,,,,,,,,,,,,,,
Moonlight Flat,3450,-37.0636472,144.2265602,27507,,,,,,,,,,,,,,,,
Moonlight Flat,3465,-37.0550295,143.6935405,27507,,,,,,,,,,,,,,,,
Moora,3612,-36.602205,145.005249,27537,,,,,,,,,,,,,,,,
Moorabbin,3189,-37.9403568,145.0576067,27577,,,,,,,,,,,,,,,,
Moorabbin Airport,3194,-37.9786189,145.0741474,27617,,,,,,,,,,,,,,,,
Moorabool,3213,-37.9873525,144.2811537,104407,,,,,,,,,,,,,,,,
Mooralla,3314,-37.4235761,142.0639245,27637,,,,,,,,,,,,,,,,
Moorilim,3610,-36.5881288,145.2480193,27647,,,,,,,,,,,,,,,,
Moormbool West,3523,-36.8919051,144.7412036,27657,,,,,,,,,,,,,,,,
Moorooduc,3933,-38.2501593,145.1265477,27687,,,,,,,,,,,,,,,,
Mooroolbark,3138,-37.7822365,145.3309395,27707,,,,,,,,,,,,,,,,
Mooroopna,3629,-36.2976747,145.2922335,27737,,,,,,,,,,,,,,,,
Mooroopna North,3629,-36.2976747,145.2922335,27757,,,,,,,,,,,,,,,,
Mooroopna North West,3616,-36.4591947,145.2038278,27767,,,,,,,,,,,,,,,,
Moranding,3764,-37.2531649,144.9171412,27797,,,,,,,,,,,,,,,,
Mordialloc,3195,-38.0005492,145.1044805,27817,,,,,,,,,,,,,,,,
Morgiana,3301,-37.7255033,141.8945505,27857,,,,,,,,,,,,,,,,
Moriac,3240,-38.2482932,144.1283863,27867,,,,,,,,,,,,,,,,
Mornington,3931,-38.2277083,145.0603633,27897,,,,,,,,,,,,,,,,
Morrisons,3334,-37.7625944,144.0630048,27917,,,,,,,,,,,,,,,,
Morrl Morrl,3387,-36.8204775,142.8312661,63937,,,,,,,,,,,,,,,,
Mortlake,3272,-38.002399,142.8312661,27947,,,,,,,,,,,,,,,,
Morton Plains,3482,-36.1476587,142.8312661,27957,,,,,,,,,,,,,,,,
Morwell,3840,-38.2671612,146.4495924,27977,,,,,,,,,,,,,,,,
Mossiface,3885,-37.2938907,148.2804541,27997,,,,,,,,,,,,,,,,
Mount Alfred,3709,-36.0696807,147.6892483,48557,,,,,,,,,,,,,,,,
Mount Beauty,3699,-36.8124613,147.3270485,28017,,,,,,,,,,,,,,,,
Mount Beckworth,3363,-37.409312,143.8780526,28027,,,,,,,,,,,,,,,,
Mount Best,3960,-38.9962856,146.3376699,28037,,,,,,,,,,,,,,,,
Mount Bruno,3675,-36.5103613,146.1812023,28057,,,,,,,,,,,,,,,,
Mount Buffalo,3740,-36.8264122,146.8760951,52277,,,,,,,,,,,,,,,,
Mount Burnett,3781,-37.9473069,145.5025595,28077,,,,,,,,,,,,,,,,
Mount Bute,3324,-37.8964298,143.3474304,28087,,,,,,,,,,,,,,,,
Mount Camel,3523,-36.8919051,144.7412036,28097,,,,,,,,,,,,,,,,
Mount Cameron,3370,-37.261355,143.8020236,28107,,,,,,,,,,,,,,,,
Mount Cole,3377,-37.2971613,142.9170407,28127,,,,,,,,,,,,,,,,
Mount Cottrell,3024,-37.8706337,144.5875645,28147,,,,,,,,,,,,,,,,
Mount Dandenong,3767,-37.8421584,145.3420015,28157,,,,,,,,,,,,,,,,
Mount Doran,3334,-37.7625944,144.0630048,28167,,,,,,,,,,,,,,,,
Mount Dryden,3381,-37.1716807,142.5745556,28177,,,,,,,,,,,,,,,,
Mount Duneed,3217,-38.2617284,144.3248554,104417,,,,,,,,,,,,,,,,
Mount Eccles South,3953,-38.4586497,146.002705,47997,,,,,,,,,,,,,,,,
Mount Eliza,3930,-38.1952209,145.0879338,28217,,,,,,,,,,,,,,,,
Mount Evelyn,3796,-37.7791563,145.3917982,28237,,,,,,,,,,,,,,,,
Mount Glasgow,3371,-37.2153546,143.6718623,28257,,,,,,,,,,,,,,,,
Mount Hooghly,3472,-36.8747643,143.6068646,28277,,,,,,,,,,,,,,,,
Mount Lonarch,3468,-37.1974706,143.4122052,28287,,,,,,,,,,,,,,,,
Mount Macedon,3441,-37.3981393,144.5985292,28297,,,,,,,,,,,,,,,,
Mount Major,3646,-36.2251044,145.7133909,28307,,,,,,,,,,,,,,,,
Mount Martha,3934,-38.287039,145.016269,28317,,,,,,,,,,,,,,,,
Mount Moriac,3240,-38.2482932,144.1283863,28337,,,,,,,,,,,,,,,,
Mount Napier,3301,-37.7255033,141.8945505,28347,,,,,,,,,,,,,,,,
Mount Pleasant,3350,-37.5691087,143.8563224,28357,,,,,,,,,,,,,,,,
Mount Richmond,3305,-38.290126,141.4706543,28377,,,,,,,,,,,,,,,,
Mount Sabine,3236,-38.5115754,143.7043819,28397,,,,,,,,,,,,,,,,
Mount Tassie,3844,-38.2728501,146.5840737,28417,,,,,,,,,,,,,,,,
Mount Toolebewong,3777,-37.5848772,145.5136433,28437,,,,,,,,,,,,,,,,
Mount Wallace,3342,-37.6114047,144.215646,28447,,,,,,,,,,,,,,,,
Mount Waverley,3149,-37.8772869,145.1265477,28457,,,,,,,,,,,,,,,,
Mountain View,3988,-38.310594,145.7800733,28477,,,,,,,,,,,,,,,,
Moutajup,3294,-37.6658132,142.318772,28487,,,,,,,,,,,,,,,,
Moyarra,3951,-38.5195374,145.7356129,28497,,,,,,,,,,,,,,,,
Moyhu,3732,-36.7449213,146.3153013,28507,,,,,,,,,,,,,,,,
Moyston,3377,-37.2971613,142.9170407,28527,,,,,,,,,,,,,,,,
Muckleford,3451,-37.0991896,144.1938221,29087,,,,,,,,,,,,,,,,
Muckleford South,3462,-37.0911657,144.0630048,29107,,,,,,,,,,,,,,,,
Mudgegonga,3737,-36.8466834,146.6962857,29137,,,,,,,,,,,,,,,,
Mulgrave,3170,-37.9267579,145.1762197,29167,,,,,,,,,,,,,,,,
Mumbannar,3304,-37.9678788,141.3889736,29187,,,,,,,,,,,,,,,,
Mundoona,3635,-36.1592629,145.3364703,29197,,,,,,,,,,,,,,,,
Muntham,3315,-37.4420537,141.7255991,29227,,,,,,,,,,,,,,,,
Murchison,3610,-36.5881288,145.2480193,29237,,,,,,,,,,,,,,,,
Murchison East,3610,-36.5881288,145.2480193,29257,,,,,,,,,,,,,,,,
Murchison North,3610,-36.5881288,145.2480193,29267,,,,,,,,,,,,,,,,
Murgheboluc,3218,-38.1180538,144.2047333,104437,,,,,,,,,,,,,,,,
Murmungee,3747,-36.3851254,146.6962857,29307,,,,,,,,,,,,,,,,
Murnungin,3544,-35.4401221,143.1749726,29317,,,,,,,,,,,,,,,,
Murrabit West,3579,-35.7583662,143.8671868,29367,,,,,,,,,,,,,,,,
Murrawee,3586,-35.2818109,143.5094722,29377,,,,,,,,,,,,,,,,
Murraydale,3586,-35.2818109,143.5094722,29387,,,,,,,,,,,,,,,,
Murray-Sunset,3490,-35.3571245,141.5991643,104447,,,,,,,,,,,,,,,,
Murrayville,3512,-35.1673606,141.095836,29397,,,,,,,,,,,,,,,,
Murrindal,3885,-37.2938907,148.2804541,29407,,,,,,,,,,,,,,,,
Murrindindi,3717,-37.3030137,145.402868,29417,,,,,,,,,,,,,,,,
Murroon,3243,-38.4455968,143.8020236,29427,,,,,,,,,,,,,,,,
Murrumbeena,3163,-37.8950779,145.0548502,29437,,,,,,,,,,,,,,,,
Murtoa,3390,-36.6209737,142.4891909,29467,,,,,,,,,,,,,,,,
Musk,3461,-37.286475,144.1938221,29487,,,,,,,,,,,,,,,,
Muskerry,3557,-36.6546373,144.5437205,29507,,,,,,,,,,,,,,,,
Myall,3533,-35.3404178,142.7884171,29537,,,,,,,,,,,,,,,,
Myall,3579,-35.7583662,143.8671868,29537,,,,,,,,,,,,,,,,
Myamyn,3304,-37.9678788,141.3889736,29557,,,,,,,,,,,,,,,,
Myers Flat,3556,-36.6478425,144.1938221,29567,,,,,,,,,,,,,,,,
Myrniong,3341,-37.5934691,144.3248554,29597,,,,,,,,,,,,,,,,
Myrrhee,3732,-36.7449213,146.3153013,29607,,,,,,,,,,,,,,,,
Myrtle Creek,3551,-36.8021738,144.4779988,97407,,,,,,,,,,,,,,,,
Myrtleford,3737,-36.8466834,146.6962857,29657,,,,,,,,,,,,,,,,
Mysia,3518,-36.424265,143.6068646,29667,,,,,,,,,,,,,,,,
Mystic Park,3579,-35.7583662,143.8671868,29677,,,,,,,,,,,,,,,,
Mywee,3641,-35.9078595,145.4471613,29697,,,,,,,,,,,,,,,,
Nagambie,3608,-36.7719697,145.1155133,29707,,,,,,,,,,,,,,,,
Nalangil,3249,-38.36853,143.4338092,29717,,,,,,,,,,,,,,,,
Nalinga,3646,-36.2251044,145.7133909,29727,,,,,,,,,,,,,,,,
Nambrok,3847,-38.2317005,146.8086278,29747,,,,,,,,,,,,,,,,
Nandaly,3533,-35.3404178,142.7884171,29757,,,,,,,,,,,,,,,,
Nangana,3781,-37.9473069,145.5025595,29767,,,,,,,,,,,,,,,,
Nangiloc,3494,-34.540636,142.1487691,29787,,,,,,,,,,,,,,,,
Nanneella,3561,-36.3317046,144.6533747,29807,,,,,,,,,,,,,,,,
Nap Nap Marra,3860,-37.6951451,146.9661233,52287,,,,,,,,,,,,,,,,
Nar Nar Goon,3812,-38.0817495,145.5690835,29827,,,,,,,,,,,,,,,,
Nar Nar Goon North,3812,-38.0817495,145.5690835,29837,,,,,,,,,,,,,,,,
Narbethong,3778,-37.553614,145.6467583,29847,,,,,,,,,,,,,,,,
Nareeb,3293,-37.7609742,142.5745556,29857,,,,,,,,,,,,,,,,
Nareen,3315,-37.4420537,141.7255991,29867,,,,,,,,,,,,,,,,
Nareewillock,3525,-36.2125211,143.4338092,29877,,,,,,,,,,,,,,,,
Nariel Valley,3707,-36.4104992,147.9162555,48587,,,,,,,,,,,,,,,,
Naring,3636,-36.102425,145.5136433,29907,,,,,,,,,,,,,,,,
Naringal,3277,-38.4034955,142.6814062,29917,,,,,,,,,,,,,,,,
Naringal East,3277,-38.4034955,142.6814062,29927,,,,,,,,,,,,,,,,
Naroghid,3266,-38.3948462,143.1534436,29947,,,,,,,,,,,,,,,,
Narracan,3824,-38.2177192,146.1812023,29957,,,,,,,,,,,,,,,,
Narraport,3483,-35.9221523,142.8312661,29967,,,,,,,,,,,,,,,,
Narrapumelap South,3293,-37.7609742,142.5745556,29977,,,,,,,,,,,,,,,,
Narrawong,3285,-38.2498873,141.9822579,29987,,,,,,,,,,,,,,,,
Narre Warren,3805,-38.0302499,145.3032906,30017,,,,,,,,,,,,,,,,
Narre Warren East,3804,-37.9788019,145.3309395,30037,,,,,,,,,,,,,,,,
Narre Warren North,3804,-37.9788019,145.3309395,30047,,,,,,,,,,,,,,,,
Narre Warren South,3805,-38.0302499,145.3032906,30077,,,,,,,,,,,,,,,,
Narrung,3597,-34.9071543,143.1749726,30107,,,,,,,,,,,,,,,,
Nathalia,3638,-36.0388917,145.2038278,30127,,,,,,,,,,,,,,,,
Natte Yallock,3465,-37.0550295,143.6935405,30157,,,,,,,,,,,,,,,,
Natya,3597,-34.9071543,143.1749726,30167,,,,,,,,,,,,,,,,
Navarre,3384,-36.9882754,143.0888943,30177,,,,,,,,,,,,,,,,
Nayook,3832,-37.9211096,145.9915605,30207,,,,,,,,,,,,,,,,
Neds Corner,3496,-34.3907124,141.4309582,30217,,,,,,,,,,,,,,,,
Neerim,3831,-38.0093215,146.002705,30237,,,,,,,,,,,,,,,,
Neerim East,3831,-38.0093215,146.002705,30257,,,,,,,,,,,,,,,,
Neerim Junction,3832,-37.9211096,145.9915605,30267,,,,,,,,,,,,,,,,
Neerim North,3832,-37.9211096,145.9915605,30277,,,,,,,,,,,,,,,,
Neerim South,3831,-38.0093215,146.002705,30287,,,,,,,,,,,,,,,,
Neilborough,3570,-36.469814,144.3904526,30297,,,,,,,,,,,,,,,,
Nelse,3699,-36.8124613,147.3270485,104457,,,,,,,,,,,,,,,,
Nelson,3292,-38.0625136,141.1198886,30307,,,,,,,,,,,,,,,,
Nerrena,3953,-38.4586497,146.002705,30317,,,,,,,,,,,,,,,,
Nerrin Nerrin,3351,-37.6978029,143.0029169,30327,,,,,,,,,,,,,,,,
Nerring,3373,-37.4528631,143.3474304,30347,,,,,,,,,,,,,,,,
Neuarpurr,3413,-36.7355842,141.2213044,30387,,,,,,,,,,,,,,,,
New Gisborne,3438,-37.4618532,144.620463,30407,,,,,,,,,,,,,,,,
Newborough,3825,-38.0474021,146.2929381,30417,,,,,,,,,,,,,,,,
Newbury,3458,-37.459275,144.3685809,30447,,,,,,,,,,,,,,,,
Newcomb,3219,-38.176358,144.3849841,30457,,,,,,,,,,,,,,,,
Newfield,3268,-38.4984954,142.9385002,30467,,,,,,,,,,,,,,,,
Newham,3442,-37.3324774,144.5437205,30477,,,,,,,,,,,,,,,,
Newhaven,3925,-38.5282425,145.3862638,30487,,,,,,,,,,,,,,,,
Newington,3350,-37.5691087,143.8563224,30497,,,,,,,,,,,,,,,,
Newlyn North,3364,-37.3708363,143.9541563,30527,,,,,,,,,,,,,,,,
Newmerella,3886,-37.7514308,148.42875,30537,,,,,,,,,,,,,,,,
Newport,3015,-37.8352097,144.8786231,30557,,,,,,,,,,,,,,,,
Newry,3859,-37.920365,146.8985944,30577,,,,,,,,,,,,,,,,
Newstead,3462,-37.0911657,144.0630048,30587,,,,,,,,,,,,,,,,
Newtown,3220,-38.155681,144.3521811,30617,,,,,,,,,,,,,,,,
Nichols Point,3501,-34.678204,142.318772,30667,,,,,,,,,,,,,,,,
Nicholson,3882,-37.8071978,147.7573,30677,,,,,,,,,,,,,,,,
Niddrie,3042,-37.7245197,144.8758725,30687,,,,,,,,,,,,,,,,
Nilma North,3821,-38.0844084,146.002705,30717,,,,,,,,,,,,,,,,
Ninda,3533,-35.3404178,142.7884171,30727,,,,,,,,,,,,,,,,
Nine Mile,3518,-36.424265,143.6068646,30737,,,,,,,,,,,,,,,,
Nintingbool,3351,-37.6978029,143.0029169,30747,,,,,,,,,,,,,,,,
Noble Park,3174,-37.9641212,145.1762197,30827,,,,,,,,,,,,,,,,
Noble Park North,3174,-37.9641212,145.1762197,30847,,,,,,,,,,,,,,,,
Noojee,3833,-37.7865626,146.0696009,30867,,,,,,,,,,,,,,,,
Noorinbee,3890,-37.5621735,149.1960526,30897,,,,,,,,,,,,,,,,
Noorinbee North,3890,-37.5621735,149.1960526,30907,,,,,,,,,,,,,,,,
Noradjuha,3409,-36.8127092,141.8100218,30927,,,,,,,,,,,,,,,,
Norlane,3214,-38.0788809,144.3576473,30937,,,,,,,,,,,,,,,,
Norong,3682,-36.1723841,146.4495924,30957,,,,,,,,,,,,,,,,
North Bendigo,3550,-36.7665875,144.2920769,30997,,,,,,,,,,,,,,,,
North Blackwood,3458,-37.459275,144.3685809,31007,,,,,,,,,,,,,,,,
North Geelong,3215,-38.1083132,144.3357845,31027,,,,,,,,,,,,,,,,
North Melbourne,3051,-37.7983816,144.9419122,31037,,,,,,,,,,,,,,,,
North Shore,3214,-38.0788809,144.3576473,31047,,,,,,,,,,,,,,,,
North Warrandyte,3113,-37.7386037,145.2148736,31077,,,,,,,,,,,,,,,,
North Wonthaggi,3995,-38.6238593,145.6023644,31087,,,,,,,,,,,,,,,,
Northcote,3070,-37.7736132,144.9997396,31107,,,,,,,,,,,,,,,,
Northwood,3660,-37.0435482,145.2480193,31147,,,,,,,,,,,,,,,,
Notting Hill,3168,-37.9211962,145.1320653,31177,,,,,,,,,,,,,,,,
Nowa Nowa,3887,-37.6989476,148.0299382,31187,,,,,,,,,,,,,,,,
Nowhere Creek,3469,-37.1727781,143.2395973,31197,,,,,,,,,,,,,,,,
Nowie,3585,-35.4094202,143.5202874,31207,,,,,,,,,,,,,,,,
Nug Nug,3737,-36.8466834,146.6962857,31217,,,,,,,,,,,,,,,,
Nuggetty,3463,-36.9483008,143.9759139,31227,,,,,,,,,,,,,,,,
Nulla Vale,3435,-37.2423687,144.7192376,31237,,,,,,,,,,,,,,,,
Nullawarre,3268,-38.4984954,142.9385002,31257,,,,,,,,,,,,,,,,
Nullawarre North,3268,-38.4984954,142.9385002,48617,,,,,,,,,,,,,,,,
Nullawil,3529,-35.845391,143.1965079,31277,,,,,,,,,,,,,,,,
Numurkah,3636,-36.102425,145.5136433,31287,,,,,,,,,,,,,,,,
Nunawading,3131,-37.8239091,145.1762197,31307,,,,,,,,,,,,,,,,
Nungurner,3909,-37.8136883,148.0299382,31337,,,,,,,,,,,,,,,,
Nunniong,3896,-37.1819263,147.7799935,51877,,,,,,,,,,,,,,,,
Nutfield,3099,-37.5885255,145.2148736,31387,,,,,,,,,,,,,,,,
Nyah,3594,-35.1526896,143.3582223,31397,,,,,,,,,,,,,,,,
Nyah West,3595,-35.1832549,143.3366401,31437,,,,,,,,,,,,,,,,
Nyarrin,3533,-35.3404178,142.7884171,31447,,,,,,,,,,,,,,,,
Nyerimilang,3909,-37.8136883,148.0299382,31457,,,,,,,,,,,,,,,,
Nyora,3987,-38.3054452,145.6800684,31467,,,,,,,,,,,,,,,,
Oak Park,3046,-37.7044261,144.9336544,31507,,,,,,,,,,,,,,,,
Oaklands Junction,3063,-37.5930751,144.8401227,31517,,,,,,,,,,,,,,,,
Oakleigh,3166,-37.9006677,145.0989646,31547,,,,,,,,,,,,,,,,
Oakleigh East,3166,-37.9006677,145.0989646,31567,,,,,,,,,,,,,,,,
Oakleigh South,3167,-37.9193474,145.0989646,31597,,,,,,,,,,,,,,,,
Oakvale,3540,-35.8651458,143.5202874,31607,,,,,,,,,,,,,,,,
Ocean Grange,3880,-37.9215501,147.7573,31617,,,,,,,,,,,,,,,,
Ocean Grove,3226,-38.2573292,144.5382417,31627,,,,,,,,,,,,,,,,
Officer,3809,-38.0673549,145.4139392,31647,,,,,,,,,,,,,,,,
Officer South,3809,-38.0673549,145.4139392,31657,,,,,,,,,,,,,,,,
Olinda,3788,-37.8532703,145.3751961,31667,,,,,,,,,,,,,,,,
Ombersley,3241,-38.260588,143.9541563,31677,,,,,,,,,,,,,,,,
Omeo,3898,-37.022052,147.5079912,31687,,,,,,,,,,,,,,,,
Omeo Valley,3898,-37.022052,147.5079912,31707,,,,,,,,,,,,,,,,
Ondit,3249,-38.36853,143.4338092,31717,,,,,,,,,,,,,,,,
Orford,3284,-38.3689713,142.2007574,31737,,,,,,,,,,,,,,,,
Ormond,3204,-37.9193526,145.0438252,31767,,,,,,,,,,,,,,,,
Orrvale,3631,-36.4324574,145.4693163,31787,,,,,,,,,,,,,,,,
Outtrim,3951,-38.5195374,145.7356129,31837,,,,,,,,,,,,,,,,
Ouyen,3490,-35.3571245,141.5991643,31847,,,,,,,,,,,,,,,,
Ovens,3738,-36.6120774,146.7749116,31857,,,,,,,,,,,,,,,,
Ozenkadnook,3413,-36.7355842,141.2213044,31897,,,,,,,,,,,,,,,,
Paaratte,3268,-38.4984954,142.9385002,31907,,,,,,,,,,,,,,,,
Pakenham,3810,-38.0578366,145.4693163,31947,,,,,,,,,,,,,,,,
Pakenham South,3810,-38.0578366,145.4693163,31967,,,,,,,,,,,,,,,,
Pakenham Upper,3810,-38.0578366,145.4693163,31977,,,,,,,,,,,,,,,,
Panitya,3512,-35.1673606,141.095836,31987,,,,,,,,,,,,,,,,
Panmure,3265,-38.2633053,142.7455935,31997,,,,,,,,,,,,,,,,
Panton Hill,3759,-37.6400391,145.2424941,32007,,,,,,,,,,,,,,,,
Paradise Beach,3851,-38.2064012,147.1464245,32027,,,,,,,,,,,,,,,,
Paraparap,3240,-38.2482932,144.1283863,32047,,,,,,,,,,,,,,,,
Park Orchards,3114,-37.7760752,145.2148736,32077,,,,,,,,,,,,,,,,
Parkdale,3195,-38.0005492,145.1044805,32097,,,,,,,,,,,,,,,,
Parkville,3010,-37.7962849,144.9598069,32107,,,,,,,,,,,,,,,,
Parkville,3050,-37.7987952,144.9560212,32107,,,,,,,,,,,,,,,,
Parkville,3052,-37.7862363,144.9474178,32107,,,,,,,,,,,,,,,,
Parwan,3340,-37.7356162,144.4123303,32117,,,,,,,,,,,,,,,,
Paschendale,3315,-37.4420537,141.7255991,32127,,,,,,,,,,,,,,,,
Pascoe Vale,3044,-37.7310813,144.9364069,32147,,,,,,,,,,,,,,,,
Pascoe Vale South,3044,-37.7310813,144.9364069,32177,,,,,,,,,,,,,,,,
Patchewollock,3491,-35.394936,142.1063337,32217,,,,,,,,,,,,,,,,
Patho,3564,-36.1149809,144.6314321,32237,,,,,,,,,,,,,,,,
Patterson Lakes,3197,-38.0742262,145.1431018,32277,,,,,,,,,,,,,,,,
Patyah,3318,-37.0613621,141.3050851,32287,,,,,,,,,,,,,,,,
Paynesville,3880,-37.9215501,147.7573,32307,,,,,,,,,,,,,,,,
Pearcedale,3912,-38.2242212,145.2148736,32327,,,,,,,,,,,,,,,,
Pearsondale,3851,-38.2064012,147.1464245,32347,,,,,,,,,,,,,,,,
Pelluebla,3727,-36.2467001,145.958135,32377,,,,,,,,,,,,,,,,
Pennyroyal,3235,-38.455233,143.9324048,32387,,,,,,,,,,,,,,,,
Penshurst,3289,-37.8854097,142.318772,32407,,,,,,,,,,,,,,,,
Pental Island,3586,-35.2818109,143.5094722,32417,,,,,,,,,,,,,,,,
Pentland Hills,3341,-37.5934691,144.3248554,32427,,,,,,,,,,,,,,,,
Percydale,3478,-37.0021242,143.2827118,32467,,,,,,,,,,,,,,,,
Peronne,3413,-36.7355842,141.2213044,32497,,,,,,,,,,,,,,,,
Peterborough,3270,-38.5949819,142.8793838,32517,,,,,,,,,,,,,,,,
Petticoat Creek,3233,-38.7494709,143.6285244,32557,,,,,,,,,,,,,,,,
Pheasant Creek,3757,-37.4666309,145.1596592,32567,,,,,,,,,,,,,,,,
Piangil,3597,-34.9071543,143.1749726,32617,,,,,,,,,,,,,,,,
Picola,3639,-35.9921604,145.005249,32647,,,,,,,,,,,,,,,,
Picola West,3639,-35.9921604,145.005249,32657,,,,,,,,,,,,,,,,
Piedmont,3833,-37.7865626,146.0696009,32667,,,,,,,,,,,,,,,,
Pier Milan,3533,-35.3404178,142.7884171,32677,,,,,,,,,,,,,,,,
Pigeon Ponds,3407,-37.2543103,141.8100218,32687,,,,,,,,,,,,,,,,
Pine Grove,3573,-36.1663341,144.3904526,32737,,,,,,,,,,,,,,,,
Pine Mountain,3709,-36.0696807,147.6892483,32797,,,,,,,,,,,,,,,,
Pioneer Bay,3984,-38.3114378,145.5579927,32817,,,,,,,,,,,,,,,,
Pira,3585,-35.4094202,143.5202874,32837,,,,,,,,,,,,,,,,
Pittong,3360,-37.7370214,143.5202874,32877,,,,,,,,,,,,,,,,
Plenty,3090,-37.670486,145.1099967,32887,,,,,,,,,,,,,,,,
Plumpton,3335,-37.7143753,144.6753231,32897,,,,,,,,,,,,,,,,
Plumpton,3336,-37.7094596,144.7311814,32897,,,,,,,,,,,,,,,,
Point Cook,3030,-37.938058,144.6753231,32927,,,,,,,,,,,,,,,,
Point Leo,3916,-38.4161358,145.0548502,32957,,,,,,,,,,,,,,,,
Point Lonsdale,3225,-38.2407088,144.6643482,32967,,,,,,,,,,,,,,,,
Point Wilson,3212,-38.0110859,144.4561033,32997,,,,,,,,,,,,,,,,
Polisbet,3585,-35.4094202,143.5202874,33007,,,,,,,,,,,,,,,,
Pomborneit,3260,-38.1491105,143.1319209,33027,,,,,,,,,,,,,,,,
Pomborneit North,3260,-38.1491105,143.1319209,33067,,,,,,,,,,,,,,,,
Pomonal,3381,-37.1716807,142.5745556,33087,,,,,,,,,,,,,,,,
Pompapiel,3571,-36.3797092,144.1283863,33107,,,,,,,,,,,,,,,,
Poowong,3988,-38.310594,145.7800733,33137,,,,,,,,,,,,,,,,
Poowong East,3988,-38.310594,145.7800733,33147,,,,,,,,,,,,,,,,
Poowong North,3988,-38.310594,145.7800733,33157,,,,,,,,,,,,,,,,
Porcupine Ridge,3461,-37.286475,144.1938221,33177,,,,,,,,,,,,,,,,
Porepunkah,3740,-36.8264122,146.8760951,33187,,,,,,,,,,,,,,,,
Port Campbell,3269,-38.6344019,143.1104044,33207,,,,,,,,,,,,,,,,
Port Fairy,3284,-38.3689713,142.2007574,33217,,,,,,,,,,,,,,,,
Port Franklin,3964,-38.6847281,146.2733747,33237,,,,,,,,,,,,,,,,
Port Melbourne,3207,-37.8315264,144.9226452,33267,,,,,,,,,,,,,,,,
Port Welshpool,3965,-38.692708,146.4775937,33277,,,,,,,,,,,,,,,,
Portarlington,3223,-38.1610488,144.6753231,33287,,,,,,,,,,,,,,,,
Portland,3305,-38.290126,141.4706543,33297,,,,,,,,,,,,,,,,
Portland North,3305,-38.290126,141.4706543,33307,,,,,,,,,,,,,,,,
Portland West,3305,-38.290126,141.4706543,33317,,,,,,,,,,,,,,,,
Portsea,3944,-38.3234069,144.7027669,33327,,,,,,,,,,,,,,,,
Pound Creek,3996,-38.6086874,145.7800733,33337,,,,,,,,,,,,,,,,
